,Rank,Player Name,Nation,Position,Squad,Competition,Age,Born,Matches Played,Starts,Minutes,90s,Goals,Assist,G+A,G-PK,Penalty Kicks Scored,Penalty Kicks Taken,Yellow Card,Red Card,xG,npxG,xAG,npxG+xAG,Prog Carry,Prog Pass,Prog Pass Rec,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90,Shot Creating Action,SCA_p90,Shots Shots Liveball Pass,Shots from Deadball Pass,Shots from Take-Ons,Shots from Shots,Shots from Fouls,Shots from Defense,Goal Creating Action,GCA_p90,Goals from Liveball Pass,Goals from Deadball Pass,Goals from Take-Ons,Goals from Shots,Goals from Fouls,Goals from Defense,Pass Completed,Pass Attempted,Pass Comp%,Total Pass Dist,Prog Pass Dist,Short Comp,Short Attempt,Short Comp%,Med Comp,Med Attempt,Med Comp%,Long Comp,Long Attempt,Long Comp%,Expected Assisted Goal xAG,Expected xA,A-xAG,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes
705,706,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,31-057,1993,4,2,178,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,3,16,4,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,3,1.52,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,88,105,83.8,1640,443,28,34,82.4,51,56,91.1,8,11,72.7,0.0,0.1,0.0,2,8,0,0,16
706,707,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,24-239,2000,6,5,441,4.9,2,0,2,2,0,0,1,0,0.9,0.9,0.1,0.9,4,13,12,0.41,0.00,0.41,0.41,0.41,0.17,0.02,0.19,0.17,0.19,8,1.63,5,0,1,0,2,0,0,0.00,0,0,0,0,0,0,166,202,82.2,2287,498,112,125,89.6,47,59,79.7,4,11,36.4,0.1,0.1,-0.1,3,13,0,0,13
707,708,Antonino Gallo,it ITA,DF,Lecce,it Serie A,24-271,2000,6,6,535,5.9,0,0,0,0,0,0,1,0,0.1,0.1,1.0,1.1,13,25,18,0.00,0.00,0.00,0.00,0.00,0.02,0.17,0.19,0.02,0.19,20,3.36,14,5,1,0,0,0,0,0.00,0,0,0,0,0,0,173,248,69.8,3333,1597,65,72,90.3,83,108,76.9,23,61,37.7,1.0,0.9,-1.0,14,23,8,5,25
708,709,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,35-006,1989,5,4,340,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,15,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,5,1.32,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,102,118,86.4,1706,377,52,56,92.9,39,42,92.9,10,16,62.5,0.0,0.1,0.0,0,12,2,0,15
709,710,Ignatius Ganago,cm CMR,FW,Nantes,fr Ligue 1,25-229,1999,2,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,3,5,0.00,0.00,0.00,0.00,0.00,0.22,0.44,0.66,0.22,0.66,3,11.74,1,0,1,1,0,0,0,0.00,0,0,0,0,0,0,8,11,72.7,114,24,5,7,71.4,3,4,75.0,0,0,,0.1,0.0,-0.1,2,1,0,0,3
710,711,Aleix García,es ESP,MF,Leverkusen,de Bundesliga,27-096,1997,4,2,188,2.1,0,1,1,0,0,0,0,0,0.0,0.0,1.2,1.2,1,17,5,0.00,0.48,0.48,0.00,0.48,0.01,0.59,0.59,0.01,0.59,13,6.22,8,4,0,1,0,0,2,0.96,0,1,0,1,0,0,186,209,89.0,3020,967,106,113,93.8,58,63,92.1,17,26,65.4,1.2,0.9,-0.2,7,19,3,1,17
711,712,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,31-341,1992,6,4,343,3.8,1,0,1,1,0,0,1,0,1.2,1.2,0.2,1.5,10,14,41,0.26,0.00,0.26,0.26,0.26,0.33,0.06,0.38,0.33,0.38,13,3.40,10,0,1,0,1,1,1,0.26,1,0,0,0,0,0,80,131,61.1,1365,559,39,55,70.9,28,44,63.6,10,20,50.0,0.2,0.3,-0.2,5,2,8,4,14
712,713,Eric García,es ESP,MF,Barcelona,es La Liga,23-267,2001,7,3,358,4.0,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,8,24,4,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,7,1.76,5,0,0,2,0,0,3,0.75,2,0,0,1,0,0,213,236,90.3,3770,1349,85,98,86.7,108,113,95.6,16,17,94.1,0.0,0.5,0.0,0,28,5,0,24
713,714,Fran Garcia,es ESP,DF,Real Madrid,es La Liga,25-049,1999,6,2,253,2.8,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,5,22,24,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.15,0.08,0.15,10,3.56,8,0,0,2,0,0,0,0.00,0,0,0,0,0,0,177,192,92.2,2797,533,105,109,96.3,55,59,93.2,13,18,72.2,0.2,0.3,-0.2,3,15,5,3,22
714,715,Joan García,es ESP,GK,Espanyol,es La Liga,23-151,2001,8,8,720,8.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,1,0.12,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,198,283,70.0,5545,4202,36,36,100.0,90,91,98.9,71,154,46.1,0.0,0.0,0.0,0,3,1,0,0
715,716,Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,31-080,1993,8,6,479,5.3,1,1,2,1,0,0,1,0,0.7,0.7,0.5,1.1,5,23,34,0.19,0.19,0.38,0.19,0.38,0.12,0.09,0.21,0.12,0.21,19,3.56,10,7,0,1,1,0,2,0.37,1,0,0,1,0,0,177,242,73.1,3248,916,92,107,86.0,54,70,77.1,25,40,62.5,0.5,0.7,+0.5,8,23,2,0,23
716,717,Ulisses Garcia,ch SUI,"DF,MF",Marseille,fr Ligue 1,28-265,1996,3,0,41,0.5,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.1,1,1,5,2.20,0.00,2.20,2.20,2.20,0.19,0.12,0.31,0.19,0.31,2,4.39,2,0,0,0,0,0,1,2.20,1,0,0,0,0,0,11,18,61.1,178,78,7,10,70.0,3,5,60.0,1,1,100.0,0.1,0.1,-0.1,1,2,1,1,1
717,718,Alejandro Garnacho,ar ARG,FW,Manchester Utd,eng Premier League,20-093,2004,6,3,322,3.6,1,1,2,1,0,0,1,0,2.3,2.3,0.4,2.7,16,6,43,0.28,0.28,0.56,0.28,0.56,0.64,0.12,0.76,0.64,0.76,11,3.07,9,1,0,1,0,0,1,0.28,1,0,0,0,0,0,90,113,79.6,1389,220,52,58,89.7,30,33,90.9,5,9,55.6,0.4,0.4,+0.6,6,4,2,1,6
718,719,James Garner,eng ENG,"DF,MF",Everton,eng Premier League,23-203,2001,3,1,163,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,4,2.21,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,46,68,67.6,762,391,19,25,76.0,22,30,73.3,4,8,50.0,0.0,0.1,0.0,1,4,1,1,3
719,720,Yarek Gasiorowski,es ESP,DF,Valencia,es La Liga,19-264,2005,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,4,0,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.11,0.07,0.11,3,1.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,78,89,87.6,1470,403,28,31,90.3,42,45,93.3,8,12,66.7,0.1,0.2,-0.1,2,4,1,0,4
720,721,Gaspar,ao ANG,DF,Lecce,it Serie A,27-005,1997,6,6,540,6.0,0,1,1,0,0,0,1,0,0.2,0.2,0.3,0.6,1,5,1,0.00,0.17,0.17,0.00,0.17,0.04,0.05,0.09,0.04,0.09,7,1.17,5,0,0,2,0,0,1,0.17,1,0,0,0,0,0,197,237,83.1,3827,1502,62,71,87.3,114,129,88.4,19,32,59.4,0.3,0.5,+0.7,3,4,0,0,5
721,722,Federico Gatti,it ITA,DF,Juventus,it Serie A,26-100,1998,4,4,354,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,2,0.51,0,0,0,1,0,1,0,0.00,0,0,0,0,0,0,264,274,96.4,4860,1494,87,88,98.9,164,170,96.5,12,14,85.7,0.0,0.0,0.0,1,2,0,0,4
722,723,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,32-274,1992,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,237,276,85.9,5226,3269,65,65,100.0,128,132,97.0,43,76,56.6,0.0,0.0,0.0,0,1,0,0,0
723,724,Jean-Philippe Gbamin,ci CIV,MF,Nantes,fr Ligue 1,29-007,1995,2,0,14,0.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,0,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.44,0.44,0.44,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8,11,72.7,130,26,4,7,57.1,4,4,100.0,0,0,,0.0,0.0,0.0,0,2,0,0,1
724,725,Yann Gboho,fr FRA,"FW,MF",Toulouse,fr Ligue 1,23-262,2001,6,6,524,5.8,2,1,3,2,0,0,0,0,1.6,1.6,0.5,2.0,28,21,52,0.34,0.17,0.52,0.34,0.52,0.27,0.08,0.35,0.27,0.35,20,3.44,11,0,4,1,4,0,1,0.17,1,0,0,0,0,0,83,136,61.0,1257,406,43,63,68.3,26,38,68.4,7,10,70.0,0.5,0.6,+0.5,4,13,5,0,21
725,726,David de Gea,es ESP,GK,Fiorentina,it Serie A,33-330,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.33,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,87,101,86.1,2485,1795,14,14,100.0,41,41,100.0,32,45,71.1,0.0,0.0,0.0,0,1,0,0,0
726,727,Lutsharel Geertruida,nl NED,DF,RB Leipzig,de Bundesliga,24-076,2000,3,3,267,3.0,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.7,7,22,11,0.00,0.00,0.00,0.00,0.00,0.20,0.01,0.22,0.20,0.22,2,0.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,217,248,87.5,3324,1113,112,124,90.3,90,99,90.9,8,13,61.5,0.0,0.1,0.0,1,25,4,1,22
727,728,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,26-114,1998,3,2,170,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,5,5,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,5,2.65,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,53,67,79.1,741,188,34,40,85.0,19,21,90.5,0,2,0.0,0.1,0.1,-0.1,1,5,1,0,5
728,729,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,24-103,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,5,4,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.14,0.09,0.14,3,1.50,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,42,55,76.4,745,342,20,22,90.9,17,23,73.9,5,9,55.6,0.1,0.1,-0.1,2,5,2,1,5
729,730,Valentin Gendrey,fr FRA,"DF,FW",Hoffenheim,de Bundesliga,24-103,2000,3,0,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,5,8,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,4,3.00,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,32,52,61.5,519,233,14,15,93.3,15,24,62.5,2,10,20.0,0.2,0.3,-0.2,3,4,1,0,5
730,731,Denis Genreau,au AUS,MF,Toulouse,fr Ligue 1,25-134,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,5.79,17.89,23.68,5.79,23.68,1,90.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,3,3,100.0,32,15,2,2,100.0,1,1,100.0,0,0,,0.2,0.0,-0.2,1,0,0,0,0
731,732,Yannick Gerhardt,de GER,"FW,MF",Wolfsburg,de Bundesliga,30-203,1994,3,0,41,0.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2,1,5,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,9,18,50.0,119,51,5,9,55.6,4,8,50.0,0,0,,0.0,0.0,0.0,0,0,0,0,1
732,733,Max Geschwill,de GER,DF,Holstein Kiel,de Bundesliga,23-087,2001,4,2,257,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,1,13,3,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,4,1.40,2,1,0,0,0,1,0,0.00,0,0,0,0,0,0,117,150,78.0,2360,1196,34,40,85.0,65,74,87.8,18,33,54.5,0.2,0.2,-0.2,2,13,1,1,13
733,734,Lautaro Gianetti,ar ARG,DF,Udinese,it Serie A,30-324,1993,4,4,299,3.3,1,0,1,1,0,0,3,0,0.1,0.0,0.0,0.0,0,5,0,0.30,0.00,0.30,0.30,0.30,0.02,0.00,0.02,0.00,0.00,1,0.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,110,134,82.1,2115,722,27,30,90.0,62,75,82.7,16,21,76.2,0.0,0.2,0.0,0,3,1,0,5
734,735,Dimitris Giannoulis,gr GRE,DF,Augsburg,de Bundesliga,28-351,1995,5,5,431,4.8,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.7,5,19,30,0.00,0.21,0.21,0.00,0.21,0.04,0.11,0.15,0.04,0.15,8,1.67,6,1,0,0,1,0,1,0.21,1,0,0,0,0,0,196,258,76.0,3443,1500,89,98,90.8,81,93,87.1,20,43,46.5,0.5,1.0,+0.5,4,11,9,4,19
735,736,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,eng Premier League,24-249,2000,5,5,431,4.8,1,0,1,1,0,0,3,1,0.7,0.7,0.8,1.6,9,25,21,0.21,0.00,0.21,0.21,0.21,0.16,0.17,0.33,0.16,0.33,20,4.18,18,0,1,1,0,0,3,0.63,2,0,0,1,0,0,135,181,74.6,2029,657,81,98,82.7,39,49,79.6,11,20,55.0,0.8,0.9,-0.8,11,21,6,0,25
736,737,Armin Gigovic,ba BIH,MF,Holstein Kiel,de Bundesliga,22-179,2002,4,2,182,2.0,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,7,5,3,0.49,0.00,0.49,0.49,0.49,0.18,0.01,0.19,0.18,0.19,6,2.97,4,1,0,1,0,0,0,0.00,0,0,0,0,0,0,55,71,77.5,847,233,32,35,91.4,21,22,95.5,2,8,25.0,0.0,0.0,0.0,1,2,0,0,5
737,738,Bryan Gil,es ESP,"FW,MF",Girona,es La Liga,23-234,2001,8,6,488,5.4,1,0,1,1,0,0,1,0,1.3,1.3,0.6,1.9,16,18,60,0.18,0.00,0.18,0.18,0.18,0.24,0.12,0.36,0.24,0.36,22,4.07,16,1,3,0,1,1,2,0.37,2,0,0,0,0,0,182,217,83.9,2428,450,119,131,90.8,52,58,89.7,4,12,33.3,0.6,0.7,-0.6,7,10,7,2,18
738,739,Mario Gila,es ESP,DF,Lazio,it Serie A,24-034,2000,3,3,270,3.0,1,0,1,1,0,0,2,0,0.5,0.5,0.1,0.6,3,13,0,0.33,0.00,0.33,0.33,0.33,0.16,0.02,0.19,0.16,0.19,4,1.33,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,166,184,90.2,3160,1066,52,54,96.3,91,94,96.8,18,26,69.2,0.1,0.1,-0.1,3,11,0,0,13
739,740,Billy Gilmour,sct SCO,MF,Brighton,eng Premier League,23-113,2001,2,1,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,11,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,3,2.76,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,58,67,86.6,980,346,36,38,94.7,18,22,81.8,4,7,57.1,0.0,0.0,0.0,0,12,2,0,11
740,741,Billy Gilmour,sct SCO,MF,Napoli,it Serie A,23-113,2001,3,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,2,8.18,2,0,0,0,0,0,1,4.09,1,0,0,0,0,0,22,25,88.0,346,84,11,12,91.7,11,12,91.7,0,1,0.0,0.0,0.0,0.0,1,1,0,0,1
741,742,Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,27-226,1997,5,5,450,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,6,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,2,0.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,176,220,80.0,3656,1034,46,54,85.2,111,126,88.1,17,33,51.5,0.0,0.0,0.0,0,3,0,0,6
742,743,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,20-170,2004,2,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,5,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,1,2.20,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,16,22,72.7,230,50,8,8,100.0,6,8,75.0,1,4,25.0,0.0,0.0,0.0,0,1,0,0,1
743,744,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,30-257,1994,4,2,243,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,24,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,4,1.48,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0,160,189,84.7,3234,1370,55,62,88.7,86,98,87.8,18,26,69.2,0.0,0.1,0.0,0,15,3,0,24
744,745,Jamie Gittens,eng ENG,"FW,DF",Dortmund,de Bundesliga,20-055,2004,5,2,226,2.5,2,1,3,2,0,0,1,0,0.6,0.6,0.4,1.0,19,7,20,0.80,0.40,1.19,0.80,1.19,0.24,0.15,0.40,0.24,0.40,11,4.38,5,0,5,1,0,0,3,1.19,1,0,2,0,0,0,58,67,86.6,721,146,44,45,97.8,12,14,85.7,2,3,66.7,0.4,0.3,+0.6,3,5,4,0,7
745,746,Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,29-080,1995,5,4,324,3.6,2,2,4,2,0,0,0,0,2.1,2.1,0.8,2.8,18,14,42,0.56,0.56,1.11,0.56,1.11,0.57,0.22,0.79,0.57,0.79,12,3.34,6,0,3,2,0,1,3,0.84,1,0,1,0,0,1,136,170,80.0,2066,377,79,93,84.9,49,61,80.3,3,5,60.0,0.8,0.7,+1.2,5,3,8,0,14
746,747,Ben Godfrey,eng ENG,DF,Atalanta,it Serie A,26-261,1998,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8,10,80.0,122,16,5,5,100.0,2,3,66.7,1,1,100.0,0.0,0.0,0.0,0,2,0,0,1
747,748,Saba Goglichidze,ge GEO,DF,Empoli,it Serie A,20-099,2004,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,91,116,78.4,1685,614,32,35,91.4,53,60,88.3,6,17,35.3,0.0,0.0,0.0,0,8,0,0,9
748,749,Edoardo Goldaniga,it ITA,DF,Como,it Serie A,30-335,1993,4,1,130,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,70,76,92.1,1476,499,16,16,100.0,49,49,100.0,5,9,55.6,0.0,0.0,0.0,0,3,0,0,4
749,750,Pierluigi Gollini,it ITA,GK,Genoa,it Serie A,29-198,1995,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,0.67,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,163,203,80.3,4659,3456,28,28,100.0,81,81,100.0,54,94,57.4,0.0,0.0,0.0,0,2,0,0,0
750,751,Aleksandr Golovin,ru RUS,MF,Monaco,fr Ligue 1,28-125,1996,4,3,252,2.8,0,0,0,0,0,0,0,0,0.6,0.6,0.7,1.3,12,26,16,0.00,0.00,0.00,0.00,0.00,0.22,0.23,0.45,0.22,0.45,16,5.69,11,1,2,2,0,0,0,0.00,0,0,0,0,0,0,152,191,79.6,2319,778,78,92,84.8,56,66,84.8,10,20,50.0,0.7,1.3,-0.7,7,20,7,1,26
751,752,André Gomes,pt POR,MF,Lille,fr Ligue 1,31-064,1993,2,2,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,8,4,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,7,4.04,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,114,130,87.7,1956,567,59,61,96.7,43,47,91.5,11,15,73.3,0.0,0.2,0.0,2,10,1,0,8
752,753,Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,24-032,2000,5,4,292,3.2,0,1,1,0,0,1,0,0,0.8,0.0,1.8,1.8,8,23,22,0.00,0.31,0.31,0.00,0.31,0.25,0.55,0.80,0.00,0.55,15,4.62,13,0,0,0,2,0,2,0.62,2,0,0,0,0,0,131,156,84.0,2142,554,63,72,87.5,58,65,89.2,7,10,70.0,1.8,0.8,-0.8,8,8,11,1,23
753,754,João Gomes,br BRA,MF,Wolves,eng Premier League,23-233,2001,6,6,493,5.5,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,12,23,7,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,8,1.46,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,209,240,87.1,3098,741,133,145,91.7,61,69,88.4,10,14,71.4,0.0,0.1,0.0,0,20,1,0,23
754,755,Rodrigo Gomes,pt POR,"FW,MF",Wolves,eng Premier League,21-087,2003,3,1,117,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,1,12,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,15,30,50.0,187,25,11,16,68.8,4,10,40.0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,1
755,756,Toti Gomes,pt POR,DF,Wolves,eng Premier League,25-260,1999,4,4,360,4.0,0,1,1,0,0,0,2,0,0.0,0.0,0.5,0.5,3,8,2,0.00,0.25,0.25,0.00,0.25,0.00,0.12,0.12,0.00,0.12,3,0.75,3,0,0,0,0,0,1,0.25,1,0,0,0,0,0,166,189,87.8,2990,912,58,63,92.1,95,100,95.0,12,15,80.0,0.5,0.2,+0.5,1,10,0,0,8
756,757,Carlos Gómez,co COL,MF,Rennes,fr Ligue 1,22-020,2002,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,6.67,0,0,1,0,1,0,0,0.00,0,0,0,0,0,0,2,4,50.0,41,0,0,0,,2,4,50.0,0,0,,0.0,0.0,0.0,0,0,0,0,0
757,758,Dani Gómez,es ESP,FW,Valencia,es La Liga,26-064,1998,7,3,310,3.4,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,1,2,12,0.29,0.00,0.29,0.29,0.29,0.16,0.00,0.16,0.16,0.16,1,0.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,31,41,75.6,369,51,22,25,88.0,7,9,77.8,0,0,,0.0,0.0,0.0,0,1,0,0,2
758,759,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,27-132,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,3,100.0,68,0,0,0,,2,2,100.0,1,1,100.0,0.0,0.0,0.0,0,0,0,0,0
759,760,Moi Gómez,es ESP,"MF,FW",Osasuna,es La Liga,30-101,1994,7,3,296,3.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2,14,5,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.09,0.04,0.09,7,2.13,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,114,153,74.5,1826,543,64,73,87.7,37,45,82.2,10,23,43.5,0.2,0.3,-0.2,3,5,5,2,14
760,761,Sergi Gómez,es ESP,DF,Espanyol,es La Liga,32-188,1992,6,2,268,3.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,4,0,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,159,175,90.9,3105,1222,47,51,92.2,97,101,96.0,15,22,68.2,0.0,0.0,0.0,0,0,0,0,4
761,762,Sergio Gómez,es ESP,"MF,FW",Real Sociedad,es La Liga,24-028,2000,8,7,598,6.6,0,3,3,0,0,0,0,0,0.2,0.2,3.5,3.6,11,20,38,0.00,0.45,0.45,0.00,0.45,0.03,0.52,0.55,0.03,0.55,25,3.76,13,9,1,1,1,0,4,0.60,4,0,0,0,0,0,270,360,75.0,4398,1055,153,173,88.4,84,108,77.8,25,61,41.0,3.5,2.3,-0.5,14,22,5,2,20
762,763,Unai Gómez,es ESP,"MF,FW",Athletic Club,es La Liga,21-130,2003,8,2,244,2.7,0,1,1,0,0,0,1,0,0.1,0.1,0.1,0.3,3,6,12,0.00,0.37,0.37,0.00,0.37,0.05,0.05,0.10,0.05,0.10,6,2.23,2,2,1,0,1,0,0,0.00,0,0,0,0,0,0,52,73,71.2,749,184,25,32,78.1,18,22,81.8,4,10,40.0,0.1,0.1,+0.9,2,3,0,0,6
763,764,Fabio González,es ESP,MF,Las Palmas,es La Liga,27-233,1997,1,0,45,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,0,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,2,4.00,2,0,0,0,0,0,1,2.00,1,0,0,0,0,0,42,51,82.4,754,181,20,23,87.0,18,20,90.0,4,5,80.0,0.0,0.0,0.0,0,5,0,0,6
